frame,timestamp,hand_index,Thumb_MCP,Thumb_PIP,Index_MCP,Index_PIP,Middle_MCP,Middle_PIP,Ring_MCP,Ring_PIP,Pinky_MCP,Pinky_PIP,Thumb_MCP_velocity,Thumb_PIP_velocity,Index_MCP_velocity,Index_PIP_velocity,Middle_MCP_velocity,Middle_PIP_velocity,Ring_MCP_velocity,Ring_PIP_velocity,Pinky_MCP_velocity,Pinky_PIP_velocity,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
72,2025-06-04 07:48:05.329883,0,173.62549369672854,169.1335257224705,143.6859601742639,158.58706788684108,131.2942476881157,155.331655645536,124.77800860918897,156.2367265050321,142.31117426531355,156.06574354077176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18313907086849213,0.5855351090431213,-9.003545642372046e-08,0.1753966361284256,0.6059356331825256,0.004458507057279348,0.16135360300540924,0.6277828216552734,0.004701028112322092,0.15192201733589172,0.6445230841636658,0.0030538749415427446,0.14690323173999786,0.6595280766487122,0.0017480335664004087,0.14420188963413239,0.6345235705375671,0.003461634274572134,0.13066211342811584,0.6646152138710022,-0.0036207877565175295,0.13504283130168915,0.6835095882415771,-0.008818657137453556,0.14298757910728455,0.6951012015342712,-0.011326138861477375,0.14012247323989868,0.636521577835083,-0.0023276312276721,0.12123703956604004,0.6679757237434387,-0.008276816457509995,0.1271500587463379,0.6857086420059204,-0.011488046497106552,0.1367197185754776,0.6959658265113831,-0.012897688895463943,0.1407724916934967,0.6380634307861328,-0.0085160406306386,0.12378054857254028,0.6706329584121704,-0.013452851213514805,0.132662832736969,0.6875012516975403,-0.014507422223687172,0.14365528523921967,0.6962890625,-0.014555705711245537,0.14498217403888702,0.6393093466758728,-0.014333889819681644,0.13713711500167847,0.6647048592567444,-0.017970260232686996,0.1426326036453247,0.6798415780067444,-0.018133530393242836,0.15131735801696777,0.6889318227767944,-0.017581121996045113
73,2025-06-04 07:48:05.971762,0,176.00396727022348,170.81693561801424,149.23148747697564,159.81875817403326,143.90700547956294,160.55459948221966,139.63042259991263,162.92884609143448,147.60313090922742,158.54484932190115,3.705485883624396,2.622628089630206,8.639521315873782,1.9188823550734326,19.649743629947782,8.136960138411863,23.138962313338904,10.425827276484172,8.244476986961505,3.86226341900793,0.17009606957435608,0.5870225429534912,-6.95350195201172e-08,0.16544747352600098,0.5974993109703064,-0.007730953395366669,0.15119726955890656,0.6160788536071777,-0.012167718261480331,0.14108453691005707,0.6313108205795288,-0.01600922830402851,0.13560181856155396,0.643423855304718,-0.019250180572271347,0.1314769685268402,0.6323754787445068,-0.00883274246007204,0.12174087017774582,0.6599065661430359,-0.019439751282334328,0.12614834308624268,0.6782724857330322,-0.02782885916531086,0.13506653904914856,0.6918136477470398,-0.03254038468003273,0.12893743813037872,0.6382426619529724,-0.008972560055553913,0.11425842344760895,0.6649577617645264,-0.01815664768218994,0.11721611022949219,0.6835120320320129,-0.02417147345840931,0.12488678842782974,0.698017418384552,-0.027339914813637733,0.1300920695066452,0.6418178081512451,-0.010223847813904285,0.11693786084651947,0.6684104204177856,-0.018996261060237885,0.12174764275550842,0.6859332323074341,-0.02321014367043972,0.1300542652606964,0.6997418999671936,-0.024849092587828636,0.13371872901916504,0.6426894664764404,-0.011890087276697159,0.1277686357498169,0.6645046472549438,-0.01856345310807228,0.13173529505729675,0.677993655204773,-0.020245475694537163,0.13954788446426392,0.6884203553199768,-0.020290199667215347
74,2025-06-04 07:48:06.617978,0,175.08846742808285,170.96138140307875,155.97028014333037,166.99028344061222,146.13475882969797,167.7828780754852,141.1953146591819,166.71634631163064,152.33333662558238,163.36707865073342,-1.4167087199026847,0.22352554728528096,10.428080806347609,11.097721607912762,3.4473819127583223,11.185545689468448,2.4216238212443746,5.861043707051767,7.319852365702736,7.462256163314224,0.15818913280963898,0.5763489603996277,-1.182100390906271e-07,0.15227553248405457,0.5889124870300293,-0.005091728176921606,0.13900405168533325,0.608923614025116,-0.007269027177244425,0.12974466383457184,0.6258918642997742,-0.0090257553383708,0.12488523870706558,0.6395803093910217,-0.010382412932813168,0.1261930763721466,0.6245560646057129,-0.004895557649433613,0.12176582217216492,0.6532096266746521,-0.012474210932850838,0.12672016024589539,0.670690655708313,-0.019002137705683708,0.13378816843032837,0.6836539506912231,-0.02301175519824028,0.12189900130033493,0.6283045411109924,-0.005205253139138222,0.11218035221099854,0.6547244787216187,-0.011010332964360714,0.11661961674690247,0.6719193458557129,-0.015680769458413124,0.12365581095218658,0.6860246062278748,-0.01882929727435112,0.12095268815755844,0.6299728155136108,-0.0063226716592907906,0.10886511206626892,0.6542792916297913,-0.01245202124118805,0.11276938766241074,0.6709458827972412,-0.015719003975391388,0.11938647925853729,0.6844972372055054,-0.017534911632537842,0.12222129106521606,0.6296115517616272,-0.007617699448019266,0.11760497093200684,0.6501288414001465,-0.012753581628203392,0.12092772871255875,0.6637005805969238,-0.01384266372770071,0.12727808952331543,0.6747342348098755,-0.013946149498224258
101,2025-06-04 07:48:25.016282,0,169.26689380219884,168.12603935989662,176.40820572276726,175.33345152127242,172.69993952959985,178.91724416380296,170.30612711509227,178.92034585606203,170.6659483346864,178.01773598503073,-0.3164190365527178,-0.15410888107850176,1.1108592172102871,0.45347484641302843,1.4438929099063629,0.6051843739682615,1.5822552152584488,0.6633219857890914,0.996429437686431,0.7963047753911071,0.16562838852405548,0.5534050464630127,2.62261721672985e-07,0.19801117479801178,0.567793607711792,-0.05801639333367348,0.21326273679733276,0.605396032333374,-0.0932333916425705,0.22021359205245972,0.6375648379325867,-0.11512441188097,0.23319682478904724,0.663708508014679,-0.136172354221344,0.16890153288841248,0.6312887668609619,-0.10600871592760086,0.18168209493160248,0.7027710676193237,-0.13513854146003723,0.19081954658031464,0.7436850070953369,-0.14965283870697021,0.19547805190086365,0.7738683819770813,-0.15850935876369476,0.13494965434074402,0.6419973373413086,-0.08411678671836853,0.14254538714885712,0.7195909023284912,-0.11225187033414841,0.14837288856506348,0.7681524157524109,-0.12322257459163666,0.15268029272556305,0.8059045076370239,-0.1310291737318039,0.11605208367109299,0.6494327783584595,-0.062210746109485626,0.12455055117607117,0.7155597805976868,-0.08259585499763489,0.13250407576560974,0.7559335231781006,-0.08841721713542938,0.13887427747249603,0.785403311252594,-0.09253285080194473,0.11106602847576141,0.656686544418335,-0.04364481568336487,0.1217486560344696,0.7039198875427246,-0.05878380313515663,0.13031676411628723,0.7347578406333923,-0.0635262131690979,0.13726100325584412,0.7575898766517639,-0.06645730137825012
102,2025-06-04 07:48:26.098562,0,165.65552611136138,156.3004218450138,164.4994409817818,175.3577169817645,165.13684884030673,177.51002173857432,163.17966633947634,177.0726007331038,167.82493174528787,175.16304240870932,-3.3368145866480527,-10.926578625570853,-11.003404609699409,0.022420686413935815,-6.988109074632368,-1.3002387785311,-6.5846738141848,-1.7072708753356156,-2.625029187824335,-2.637666386075147,0.17656773328781128,0.5668506622314453,1.801438145321299e-07,0.20673295855522156,0.5720998048782349,-0.06122489273548126,0.22128665447235107,0.6051962375640869,-0.0961642861366272,0.23309805989265442,0.6392941474914551,-0.1171271800994873,0.25261998176574707,0.6577189564704895,-0.13644418120384216,0.16276831924915314,0.6464551687240601,-0.10230832546949387,0.17954334616661072,0.7183631658554077,-0.1290368139743805,0.19976121187210083,0.7555099129676819,-0.1403713822364807,0.2144593596458435,0.7785752415657043,-0.1463790237903595,0.12980268895626068,0.6589683890342712,-0.0780549943447113,0.15304705500602722,0.7314192056655884,-0.10459395498037338,0.1742779165506363,0.7681441903114319,-0.11224587261676788,0.18821923434734344,0.7941280007362366,-0.11665142327547073,0.11383861303329468,0.6670920252799988,-0.05470934137701988,0.13463906943798065,0.732404351234436,-0.0753856897354126,0.1536988765001297,0.7667869925498962,-0.07824984937906265,0.16559061408042908,0.7902491092681885,-0.07923661172389984,0.1132112592458725,0.6745972633361816,-0.03502907231450081,0.12931601703166962,0.7216941714286804,-0.051781266927719116,0.14263932406902313,0.7511748671531677,-0.05611836537718773,0.15160590410232544,0.7730242013931274,-0.057451438158750534
103,2025-06-04 07:48:27.213210,0,157.32431053397332,177.4914160159818,144.08776121195487,154.27162978165236,142.81901725057438,157.45690145683085,143.33843673259253,162.544982422152,158.36670565205685,170.98088622604334,-7.474301822089183,19.011377736261128,-18.312220333079964,-18.91726105471156,-20.022313402735527,-17.990540764208497,-17.800444271988837,-13.03336866073576,-8.48539278160551,-3.751997206890406,0.19426220655441284,0.5511791110038757,-2.0786744414635905e-07,0.23551426827907562,0.560947060585022,-0.08062101900577545,0.264498770236969,0.6074870228767395,-0.12690329551696777,0.28335869312286377,0.6686898469924927,-0.1518772542476654,0.3016819655895233,0.7211783528327942,-0.17185544967651367,0.15222889184951782,0.6260462403297424,-0.151771679520607,0.18130925297737122,0.7242376208305359,-0.18409188091754913,0.2202378511428833,0.7559250593185425,-0.18835854530334473,0.2564719021320343,0.765158474445343,-0.18712112307548523,0.11717604100704193,0.6420827507972717,-0.1148311123251915,0.16252265870571136,0.7397971153259277,-0.14846667647361755,0.2115550935268402,0.76838618516922,-0.1512100249528885,0.2527960240840912,0.7739752531051636,-0.152339369058609,0.10450390726327896,0.6558099985122681,-0.07744967937469482,0.14811642467975616,0.7395454049110413,-0.10475455224514008,0.19461332261562347,0.7635496258735657,-0.10831116884946823,0.23315665125846863,0.7702326774597168,-0.11041000485420227,0.10627308487892151,0.6670811176300049,-0.043852049857378006,0.13702282309532166,0.7213220596313477,-0.07100176066160202,0.1679815948009491,0.7461233139038086,-0.08265357464551926,0.19437222182750702,0.7620214223861694,-0.08876904845237732
104,2025-06-04 07:48:28.261706,0,156.4507224024307,174.172885671514,129.15869396592254,156.48614420771491,128.2358984982686,155.55122785769305,131.217437930611,156.96548967247756,147.00896770795416,162.9953194975342,-0.8331821309214515,-3.1650386310179557,-14.238554315927129,2.112086670871944,-13.90860694967437,-1.8175306335339372,-11.56036723266615,-5.3214249264417255,-10.832409417015128,-7.616210961710037,0.18370801210403442,0.5174186825752258,-3.753151247565256e-07,0.23709999024868011,0.5318715572357178,-0.11638213694095612,0.26840704679489136,0.5805948972702026,-0.17793112993240356,0.28708750009536743,0.640713632106781,-0.20946791768074036,0.29890385270118713,0.6983290910720825,-0.23546147346496582,0.13983485102653503,0.6115538477897644,-0.20861214399337769,0.16989800333976746,0.717896580696106,-0.2537621855735779,0.22504252195358276,0.7426356673240662,-0.2602705955505371,0.27313336730003357,0.7443862557411194,-0.2585592567920685,0.1060764342546463,0.630553126335144,-0.1544579416513443,0.15840129554271698,0.7494029998779297,-0.2059301882982254,0.23068395256996155,0.7693805694580078,-0.21280770003795624,0.2836173176765442,0.7615959048271179,-0.2124166637659073,0.09686494618654251,0.6485710740089417,-0.10029831528663635,0.15170259773731232,0.7528945803642273,-0.14746259152889252,0.2211962640285492,0.7689999341964722,-0.15927648544311523,0.26864826679229736,0.7613164782524109,-0.16172844171524048,0.10117539763450623,0.6632398366928101,-0.05081911012530327,0.15120825171470642,0.7303475141525269,-0.09536776691675186,0.20247387886047363,0.7472326755523682,-0.11472836881875992,0.23906464874744415,0.7488371133804321,-0.12246216833591461
105,2025-06-04 07:48:29.096748,0,155.29609284802714,169.69999222124517,119.94714524189799,146.93361241512585,117.23843412571102,153.1442120253993,120.12790910226616,153.80447573166947,130.77852142084467,156.89840322245698,-1.3827203355083408,-5.356489194877417,-11.031240014304135,-11.439582431289761,-13.169953574260425,-2.8825087029080594,-13.280204861964835,-3.7854550319721523,-19.43668257058865,-7.301328885346168,0.21002179384231567,0.5250757336616516,-1.36207958689738e-07,0.2598673105239868,0.5333128571510315,-0.1423112154006958,0.2758367657661438,0.5741485357284546,-0.21660664677619934,0.28273192048072815,0.6244062781333923,-0.2539505362510681,0.29226285219192505,0.684112012386322,-0.28358960151672363,0.1443140208721161,0.5940827131271362,-0.2663351595401764,0.1619269996881485,0.6937171220779419,-0.3125212490558624,0.2234034538269043,0.7243730425834656,-0.3059091866016388,0.2695401906967163,0.7194060683250427,-0.29511627554893494,0.11957477033138275,0.6209925413131714,-0.2011740505695343,0.13927504420280457,0.7343974709510803,-0.2645084857940674,0.21632948517799377,0.7643101811408997,-0.26546064019203186,0.2673934996128082,0.7600129246711731,-0.2599492371082306,0.11278007924556732,0.6470816731452942,-0.1353597193956375,0.13640135526657104,0.7432309985160828,-0.1954103261232376,0.2105356901884079,0.7631779909133911,-0.20993436872959137,0.2576945424079895,0.7544153332710266,-0.21339282393455505,0.1157214567065239,0.6670246720314026,-0.07495655119419098,0.1384432315826416,0.7367866635322571,-0.12495838850736618,0.19509375095367432,0.7548133730888367,-0.14801646769046783,0.2387903779745102,0.7500892877578735,-0.1607378125190735
106,2025-06-04 07:48:29.739141,0,157.95756214365628,172.21614418701017,127.30125398848068,152.15790855363846,124.38682087991393,153.45371214272478,126.12004407710526,153.14332270147733,134.51097592638783,156.191601349074,4.143054634202322,3.916842128984912,11.447990165806129,8.132554586542216,11.127746962066684,0.4817924811221236,9.327833545569618,-1.0292033540093668,5.810235331865633,-1.1002639714053106,0.2183288186788559,0.5070785880088806,-2.0825110880196007e-07,0.2597809135913849,0.5148669481277466,-0.14970631897449493,0.27042585611343384,0.5566937923431396,-0.22756589949131012,0.282465398311615,0.6091781854629517,-0.2711283266544342,0.2890556752681732,0.6669974327087402,-0.3091556131839752,0.13447678089141846,0.5792967081069946,-0.24780867993831635,0.16234193742275238,0.6806790232658386,-0.2983474135398865,0.2217038869857788,0.7064505219459534,-0.30490824580192566,0.2683616280555725,0.7033921480178833,-0.3046814799308777,0.11178235709667206,0.6075418591499329,-0.18332599103450775,0.14324352145195007,0.7200068831443787,-0.24673014879226685,0.21659822762012482,0.7444559931755066,-0.25978338718414307,0.26651763916015625,0.7375087738037109,-0.26412323117256165,0.11004513502120972,0.633144199848175,-0.12096331268548965,0.1352432370185852,0.7304121851921082,-0.18283973634243011,0.2071392834186554,0.7537046670913696,-0.20571164786815643,0.25619223713874817,0.7458831667900085,-0.2152862697839737,0.11766968667507172,0.6549035906791687,-0.06543286889791489,0.13860556483268738,0.7226864695549011,-0.12047996371984482,0.19163595139980316,0.741733968257904,-0.14916035532951355,0.23211607336997986,0.7376275658607483,-0.1653938889503479
107,2025-06-04 07:48:30.378921,0,154.54114614602727,172.3876057515156,133.13044458108556,160.65612273053918,129.1027005593831,160.3793067498743,129.00566813717313,157.4157692287512,137.75179652292977,159.1121850035295,-5.339985616350937,0.26800081982153384,9.111242290482469,13.28302569148882,7.371095813356416,10.824962654583638,4.510338022551297,6.677993259048222,5.065523455784702,4.564981172364717,0.21390065550804138,0.47619038820266724,-5.270539418233966e-07,0.2523125112056732,0.47760021686553955,-0.11957055330276489,0.27359288930892944,0.5118531584739685,-0.18766406178474426,0.2949703335762024,0.569159984588623,-0.2305334359407425,0.3067975640296936,0.6257915496826172,-0.26744720339775085,0.13249050080776215,0.5463221669197083,-0.19640469551086426,0.16948789358139038,0.6457075476646423,-0.25479042530059814,0.2320731282234192,0.6689108610153198,-0.27415162324905396,0.2828317880630493,0.6708484888076782,-0.28166940808296204,0.10725824534893036,0.5844391584396362,-0.1513359695672989,0.16292276978492737,0.6846792697906494,-0.21523575484752655,0.242137610912323,0.6978296041488647,-0.2318364977836609,0.2916259169578552,0.6889896392822266,-0.2388487011194229,0.10616675764322281,0.6167200207710266,-0.10971438884735107,0.1487344205379486,0.7059972882270813,-0.16891250014305115,0.22362744808197021,0.7233935594558716,-0.1851232796907425,0.27784085273742676,0.7151249647140503,-0.18990233540534973,0.11822952330112457,0.6432892084121704,-0.07417986541986465,0.15123282372951508,0.705498218536377,-0.1256650984287262,0.2048749178647995,0.7218688130378723,-0.1465693712234497,0.24653193354606628,0.7197028994560242,-0.1554642915725708
