frame,timestamp,hand_index,Thumb_MCP,Thumb_PIP,Index_MCP,Index_PIP,Middle_MCP,Middle_PIP,Ring_MCP,Ring_PIP,Pinky_MCP,Pinky_PIP,Thumb_MCP_velocity,Thumb_PIP_velocity,Index_MCP_velocity,Index_PIP_velocity,Middle_MCP_velocity,Middle_PIP_velocity,Ring_MCP_velocity,Ring_PIP_velocity,Pinky_MCP_velocity,Pinky_PIP_velocity,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
2,2025-06-04 07:50:56.346428,0,158.03481121722245,152.7664421853175,132.3403305760334,120.81902460616357,116.73069500074062,102.21998586445378,89.77912169866337,119.11979149544595,66.14318410621074,138.06096968152087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8992446660995483,0.804841935634613,-2.486926291567215e-07,0.8536727428436279,0.8312797546386719,-0.013367975130677223,0.81256103515625,0.8805139660835266,-0.032780274748802185,0.7966763377189636,0.9325228333473206,-0.04821185767650604,0.80562424659729,0.9773539900779724,-0.06538177281618118,0.7803981900215149,0.8853908777236938,-0.07044892758131027,0.8031535148620605,0.9690631031990051,-0.09222982078790665,0.8252206444740295,0.9803775548934937,-0.09457751363515854,0.8323410153388977,0.9759247303009033,-0.0947730541229248,0.8089923858642578,0.8824460506439209,-0.07510333508253098,0.8386350274085999,0.9696750640869141,-0.09397588670253754,0.8595306277275085,0.9740544557571411,-0.08971096575260162,0.8642283082008362,0.9634553790092468,-0.0893089547753334,0.8466402292251587,0.8834080100059509,-0.07792744040489197,0.8734436631202698,0.9664528369903564,-0.09319454431533813,0.8898691534996033,0.9633661508560181,-0.08068027347326279,0.8929035067558289,0.9484010934829712,-0.07517562806606293,0.8857287168502808,0.8880934715270996,-0.08069512993097305,0.9062986373901367,0.9527572989463806,-0.09675753116607666,0.9183281660079956,0.9433698058128357,-0.0893995612859726,0.9202916622161865,0.9270960688591003,-0.08358728885650635
2,2025-06-04 07:50:56.346428,1,147.1514021408541,169.7535509461795,172.71792529136383,173.7151655552718,172.35461979674798,175.77600758948228,162.42451323614216,169.52577825273247,159.97653742582926,169.12411260338874,-inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.18323561549186707,0.6574687957763672,4.5116672708900296e-07,0.20300652086734772,0.6180515289306641,-0.020211564376950264,0.24061152338981628,0.5897303819656372,-0.03782905638217926,0.2888242304325104,0.5877661108970642,-0.05300406739115715,0.3314368426799774,0.5939799547195435,-0.06805203855037689,0.22931566834449768,0.5830271244049072,-0.04501090943813324,0.2795918583869934,0.5803717970848083,-0.07143628597259521,0.3213520050048828,0.5828532576560974,-0.08943958580493927,0.3542952835559845,0.5880602598190308,-0.10140878707170486,0.22667644917964935,0.6150047779083252,-0.0482979491353035,0.2860148549079895,0.6210591197013855,-0.07330576330423355,0.3281087279319763,0.6215980052947998,-0.08600537478923798,0.3616100549697876,0.619453489780426,-0.09593100845813751,0.2234325110912323,0.6458073258399963,-0.05289436876773834,0.2785622477531433,0.6656763553619385,-0.07976114004850388,0.3115491569042206,0.6703568696975708,-0.08626055717468262,0.3372098505496979,0.6700656414031982,-0.08855555206537247,0.22047162055969238,0.6744774580001831,-0.05845808610320091,0.2633163630962372,0.6873261332511902,-0.07828392833471298,0.2905209958553314,0.6903049945831299,-0.08143773674964905,0.31282657384872437,0.6886612176895142,-0.08279192447662354
3,2025-06-04 07:50:57.000281,0,159.26309045945726,152.0837106283572,118.55958138942249,93.25443133066126,96.49526254303102,103.28711116324422,73.37123791872133,128.36919764592335,58.2398880286294,139.96350131919976,18.523564652304373,-27.024178703504138,-82.82954104659814,-123.05630504809267,-116.01897865990821,-110.86421019133972,-136.1977008860108,-62.94469950708969,-155.59559931238346,-44.598114995555534,0.9014939069747925,0.8070243000984192,-2.2500712759665475e-07,0.850726306438446,0.8298502564430237,-0.013348291628062725,0.8054434657096863,0.8757398128509521,-0.03015328012406826,0.7840972542762756,0.9254775643348694,-0.04354747012257576,0.7883129715919495,0.9690969586372375,-0.057807374745607376,0.7760435938835144,0.8848457336425781,-0.05590097978711128,0.8003537654876709,0.9704113006591797,-0.07829726487398148,0.8192384839057922,0.9740108251571655,-0.0826360210776329,0.8214958310127258,0.9643049240112305,-0.08344102650880814,0.8059859275817871,0.8856074810028076,-0.05890912562608719,0.8370813727378845,0.972303032875061,-0.07819487154483795,0.8553246855735779,0.9688313603401184,-0.07480587810277939,0.8558839559555054,0.9539973139762878,-0.07397884130477905,0.8428356051445007,0.8893070816993713,-0.06127885356545448,0.8700606822967529,0.9697719812393188,-0.07847217470407486,0.8857006430625916,0.9603140354156494,-0.06626372784376144,0.8863125443458557,0.9419296979904175,-0.05931611731648445,0.8799536228179932,0.8946073055267334,-0.06383369117975235,0.8993678092956543,0.9591971635818481,-0.08003544062376022,0.9127153158187866,0.9454136490821838,-0.07270561158657074,0.9132096171379089,0.9256260991096497,-0.06593088805675507
4,2025-06-04 07:50:57.700489,0,128.1503110259464,159.407362074404,166.26920364581176,171.31032024464608,158.28439789965066,175.91585592520693,149.81767281481044,160.07730491826936,73.13297100791893,88.88133178406369,-44.43362462798321,10.459251316818424,68.13635699162144,111.47528864849417,88.24397230054446,103.72452865714574,109.17675161678972,45.2838403336523,21.26951274376974,-72.95285048890625,0.18959540128707886,0.7051496505737305,2.4285060362672084e-07,0.17947639524936676,0.655091404914856,-0.01416239608079195,0.20109687745571136,0.6161497235298157,-0.03759092465043068,0.2525924742221832,0.6136970520019531,-0.06127573922276497,0.30305665731430054,0.6321076154708862,-0.08772880584001541,0.17696136236190796,0.621819257736206,-0.05477503314614296,0.24239526689052582,0.6320993900299072,-0.09239032864570618,0.2804933190345764,0.6494795083999634,-0.11953713744878769,0.302194744348526,0.6646134853363037,-0.13713783025741577,0.19380614161491394,0.6615166068077087,-0.06936617940664291,0.2582054138183594,0.643140435218811,-0.10568546503782272,0.2954995930194855,0.6483133435249329,-0.12266043573617935,0.3197060227394104,0.653611958026886,-0.1341160237789154,0.21351413428783417,0.7028266191482544,-0.08381908386945724,0.27100709080696106,0.6987490653991699,-0.11912426352500916,0.2878960967063904,0.7074344158172607,-0.12611611187458038,0.2902998924255371,0.7081632018089294,-0.12807869911193848,0.23413583636283875,0.7406729459762573,-0.09835274517536163,0.2664799094200134,0.7607139348983765,-0.12026498466730118,0.2654227912425995,0.7624285817146301,-0.11881367862224579,0.25422072410583496,0.7540472745895386,-0.11754024028778076
4,2025-06-04 07:50:57.700489,1,161.29398064813367,156.04934826873634,139.53698423198665,140.6616775381198,122.49413491909188,101.85795625580508,96.16076516836243,119.98481137287926,82.86898396348518,132.55361152311218,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,inf,inf,0.9029393196105957,0.806929349899292,-2.5230556843780505e-07,0.8552829623222351,0.8256378173828125,-0.00883704237639904,0.8054894804954529,0.8703879714012146,-0.018200455233454704,0.7789527177810669,0.9179329872131348,-0.02567649632692337,0.7750524878501892,0.9607856869697571,-0.03473014757037163,0.7869246006011963,0.8808567523956299,-0.034737471491098404,0.7936338186264038,0.9573463797569275,-0.05377631261944771,0.8104345798492432,0.9731472730636597,-0.06349397450685501,0.8170892596244812,0.9732387065887451,-0.06882359087467194,0.8127412796020508,0.8868262767791748,-0.03696229308843613,0.8309557437896729,0.9646647572517395,-0.05067524313926697,0.8474082350730896,0.9702660441398621,-0.052583660930395126,0.8517278432846069,0.9625305533409119,-0.0557800829410553,0.8448004126548767,0.8937216997146606,-0.03898797556757927,0.862200140953064,0.9657796621322632,-0.05163261294364929,0.8770579099655151,0.9652132987976074,-0.04484642669558525,0.881788969039917,0.9545212388038635,-0.04143805429339409,0.8769795298576355,0.9015440344810486,-0.0410040058195591,0.890872061252594,0.9618672132492065,-0.05247125029563904,0.9046630859375,0.9578303694725037,-0.046355947852134705,0.909121036529541,0.9465301632881165,-0.04079683870077133
5,2025-06-04 07:50:58.338291,0,162.2007303847278,152.17417001706275,155.45708165544633,172.28237158740737,150.10157617796975,147.94535147795477,137.44785916328553,147.88998901598214,130.74115056224784,156.19767251135028,1.4216790423895225,-6.075832706190305,24.960877236916286,49.577602530703224,43.2852848672125,72.25972201741246,64.73340314850549,43.75210118987221,75.05803775899521,37.07116156462052,0.8945025205612183,0.8026999831199646,-2.0033040470934793e-07,0.8475835919380188,0.8219727277755737,-0.00458146445453167,0.7987481355667114,0.8666606545448303,-0.011120406910777092,0.7731356620788574,0.9116407632827759,-0.016972213983535767,0.7718137502670288,0.9529253244400024,-0.0247726421803236,0.7839962244033813,0.8801466226577759,-0.02455296739935875,0.7849271893501282,0.9474149346351624,-0.0383809432387352,0.7970402836799622,0.9730091691017151,-0.04759565740823746,0.8027825355529785,0.9850427508354187,-0.05402463674545288,0.8094274997711182,0.8870701193809509,-0.028407325968146324,0.82025146484375,0.9548434615135193,-0.037120521068573,0.8327403664588928,0.9702209234237671,-0.041156522929668427,0.8387150168418884,0.9739035964012146,-0.046756383031606674,0.84134441614151,0.8939241766929626,-0.03166261687874794,0.8516775965690613,0.9568583369255066,-0.039080340415239334,0.8625829219818115,0.9668067097663879,-0.03584405779838562,0.8680837154388428,0.9681627750396729,-0.03611486032605171,0.8743883371353149,0.9010874032974243,-0.03473519906401634,0.8831010460853577,0.9546769857406616,-0.04218979924917221,0.8926055431365967,0.9623018503189087,-0.038035131990909576,0.8974791765213013,0.9636935591697693,-0.03502286598086357
6,2025-06-04 07:50:59.147646,0,161.27436611250812,150.66382143777474,142.72596171361954,143.1141587258552,123.50494346450162,113.49653586083112,92.36686937580794,124.5068682394434,79.3449536134338,130.32165576086183,-1.1445710129914217,-1.8661138552155807,-15.72995773403116,-36.038836927617886,-32.8615165328788,-42.56329499060814,-55.699896568845055,-28.891056182440007,-63.50266193303808,-31.971158206829443,0.8825607299804688,0.8052040338516235,-2.646299606112734e-07,0.8376789689064026,0.8257134556770325,-0.010494126006960869,0.7917158007621765,0.8696000576019287,-0.022688250988721848,0.7680037617683411,0.9156069159507751,-0.03231767565011978,0.7698659896850586,0.9583753943443298,-0.04375379905104637,0.7714716792106628,0.8831226229667664,-0.046947017312049866,0.7886362671852112,0.9594544172286987,-0.06642360240221024,0.8082200884819031,0.975176215171814,-0.07347088307142258,0.8186390995979309,0.9752112627029419,-0.07715944945812225,0.7973369359970093,0.8864973783493042,-0.04966464638710022,0.8268948793411255,0.9630205035209656,-0.06621958315372467,0.8456770181655884,0.9671519994735718,-0.06734325736761093,0.8520354628562927,0.958329975605011,-0.06997696310281754,0.8294966220855713,0.8901152610778809,-0.051422879099845886,0.8570558428764343,0.9603378772735596,-0.0657791942358017,0.8716196417808533,0.9569038152694702,-0.05831305682659149,0.8761182427406311,0.9434335827827454,-0.05468590557575226,0.8621520400047302,0.8945670127868652,-0.05316375195980072,0.8829131722450256,0.9531286358833313,-0.06738536059856415,0.8956577181816101,0.9468190670013428,-0.062225691974163055,0.8982328772544861,0.9331142902374268,-0.05726606398820877
8,2025-06-04 07:51:01.364769,0,153.62408762620439,152.35130703053278,122.49689678150163,116.15643533929028,108.03125987615527,103.9605151641736,90.13998205097303,118.37969891298337,77.20757544451732,129.78372728904307,-3.450543107578485,0.7611150092972004,-9.12401564194585,-12.158875888511782,-6.979172372640736,-4.301078783927421,-1.0044040519334765,-2.7635676173401453,-0.9640322927128916,-0.2426245507438059,0.8667833805084229,0.8028964996337891,-3.6111708823227673e-07,0.8223387002944946,0.8277003169059753,-0.01374445203691721,0.7760043740272522,0.8828489184379578,-0.030518071725964546,0.761841893196106,0.9441136121749878,-0.04399373382329941,0.7755661010742188,0.9944558143615723,-0.058608222752809525,0.7369897365570068,0.8910088539123535,-0.053130898624658585,0.7560006976127625,0.9813196063041687,-0.0809277668595314,0.782873809337616,0.9894380569458008,-0.09339319169521332,0.7923301458358765,0.9771319627761841,-0.09891488403081894,0.7670621275901794,0.8883700966835022,-0.0566086620092392,0.7960627675056458,0.9798605442047119,-0.07718639075756073,0.8204859495162964,0.9800033569335938,-0.07822585850954056,0.8245608806610107,0.9637918472290039,-0.08022533357143402,0.8069994449615479,0.8879992365837097,-0.05983159691095352,0.8318575620651245,0.9738224148750305,-0.0780302956700325,0.8540539145469666,0.9697440266609192,-0.06725108623504639,0.857710063457489,0.9523798227310181,-0.06035369634628296,0.849980354309082,0.8913897275924683,-0.06316497921943665,0.8663603067398071,0.9629042744636536,-0.07808325439691544,0.883478045463562,0.9560716152191162,-0.06940530240535736,0.886823296546936,0.9403588771820068,-0.0614398829638958
8,2025-06-04 07:51:01.364769,1,157.81977051746992,170.28272926070377,127.00875219288257,147.37351364442654,127.64298562122168,153.0382232492811,129.33676101178116,155.68753594359495,142.17586471780402,157.34484572146417,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.14556622505187988,0.7108335494995117,-3.159687480547291e-07,0.1933940052986145,0.7381337881088257,-0.06065482273697853,0.2018914520740509,0.7981986999511719,-0.08805650472640991,0.1906108856201172,0.8659762144088745,-0.0997781753540039,0.19030922651290894,0.9190417528152466,-0.1054547131061554,0.0956781879067421,0.8022342920303345,-0.10056833177804947,0.0930478498339653,0.905412495136261,-0.1261836439371109,0.13150709867477417,0.9366968870162964,-0.1281021684408188,0.1681259721517563,0.9415644407272339,-0.12404816597700119,0.06317988783121109,0.8091614842414856,-0.0729900375008583,0.07747316360473633,0.9124149680137634,-0.09970184415578842,0.1286717653274536,0.9434454441070557,-0.09965291619300842,0.16951721906661987,0.946792483329773,-0.09605590999126434,0.053755246102809906,0.8202207088470459,-0.046748679131269455,0.07398880273103714,0.9141815304756165,-0.07121497392654419,0.1221531480550766,0.9400264620780945,-0.07262855023145676,0.16099292039871216,0.943082332611084,-0.06995923072099686,0.05754042789340019,0.8303267359733582,-0.02343056909739971,0.07872040569782257,0.8967974781990051,-0.048638101667165756,0.11386013776063919,0.9209108948707581,-0.056092336773872375,0.14488834142684937,0.9284269213676453,-0.05652497336268425
9,2025-06-04 07:51:02.404362,0,150.15828056047656,174.84688569034608,139.92531728283598,144.12449261100045,135.48229916340028,149.0366254853595,134.0779595711858,153.76775259733924,143.55609808271447,156.0512197507094,-7.369701370626163,4.390330090374127,12.424636458646228,-3.1252817529803387,7.540752527362729,-3.849196525872703,4.5606295534931816,-1.8466682117479751,1.3276670436511717,-1.2443581004823625,0.12610581517219543,0.6693236827850342,-6.062348916202609e-07,0.18066415190696716,0.6953713893890381,-0.06208690255880356,0.2108037769794464,0.7473585605621338,-0.10036435723304749,0.20980024337768555,0.8086747527122498,-0.12396895885467529,0.20419031381607056,0.8623837828636169,-0.14254939556121826,0.1097361147403717,0.7632653117179871,-0.12552723288536072,0.1277252435684204,0.8683792352676392,-0.16526103019714355,0.17248810827732086,0.9054451584815979,-0.17679773271083832,0.20758283138275146,0.9080671072006226,-0.17892906069755554,0.06842271238565445,0.777338445186615,-0.10308671742677689,0.09676830470561981,0.8828370571136475,-0.13448916375637054,0.14988991618156433,0.9173134565353394,-0.1341598629951477,0.18495720624923706,0.9185625314712524,-0.13323096930980682,0.050610050559043884,0.7910016775131226,-0.08182037621736526,0.07762479782104492,0.8885461688041687,-0.11353760957717896,0.12866254150867462,0.9189192056655884,-0.11485692113637924,0.16183333098888397,0.9216781854629517,-0.11356205493211746,0.04880697280168533,0.803194522857666,-0.06278698146343231,0.07042962312698364,0.8803184628486633,-0.0917302668094635,0.1084543913602829,0.9120852947235107,-0.09650306403636932,0.13719390332698822,0.9207443594932556,-0.09603292495012283
